,fname,width,slice
13582,file1000412.h5,388,28
13583,file1000514.h5,388,36
5744,file1002095.h5,372,28
5745,file1002027.h5,372,34
5746,file1000784.h5,372,7
5747,file1000547.h5,372,6
5748,file1000501.h5,372,29
5749,file1000968.h5,372,24
5750,file1000880.h5,372,18
5751,file1000185.h5,372,5
5752,file1002128.h5,372,8
5753,file1000298.h5,372,3
5754,file1001906.h5,372,2
5755,file1001706.h5,372,12
5756,file1001198.h5,372,1
5757,file1000458.h5,372,27
5758,file1000495.h5,372,15
5759,file1000661.h5,372,12
5984,file1000501.h5,372,17
5985,file1001149.h5,372,2
5986,file1001765.h5,372,10
5987,file1000259.h5,372,9
5988,file1000001.h5,372,14
5989,file1001256.h5,372,26
5990,file1001001.h5,372,12
5991,file1000374.h5,372,27
5992,file1000755.h5,372,7
5993,file1001575.h5,372,9
5994,file1002284.h5,372,26
5995,file1001310.h5,372,16
5996,file1001707.h5,372,24
5997,file1001101.h5,372,21
5998,file1001310.h5,372,4
5999,file1001287.h5,372,0
23120,file1000557.h5,368,10
23121,file1002298.h5,368,23
23122,file1002269.h5,368,25
23123,file1002130.h5,368,15
23124,file1001732.h5,368,17
23125,file1001711.h5,368,2
23126,file1001982.h5,368,32
23127,file1001259.h5,368,29
23128,file1002232.h5,368,17
23129,file1001200.h5,368,34
23130,file1001228.h5,368,20
23131,file1001155.h5,368,18
23132,file1002409.h5,368,3
23133,file1000794.h5,368,29
23134,file1000287.h5,368,32
23135,file1001014.h5,368,3
4368,file1001944.h5,372,17
4369,file1000335.h5,372,21
4370,file1001588.h5,372,16
4371,file1000427.h5,372,6
4372,file1002239.h5,372,24
4373,file1001944.h5,372,21
4374,file1001836.h5,372,16
4375,file1002543.h5,372,8
4376,file1002561.h5,372,29
4377,file1000490.h5,372,21
4378,file1001362.h5,372,30
4379,file1000610.h5,372,6
4380,file1002284.h5,372,9
4381,file1002315.h5,372,19
4382,file1001599.h5,372,24
4383,file1001084.h5,372,10
17248,file1000066.h5,368,29
17249,file1002374.h5,368,28
17250,file1002523.h5,368,12
17251,file1001832.h5,368,7
17252,file1001242.h5,368,34
17253,file1001931.h5,368,22
17254,file1001982.h5,368,30
17255,file1002087.h5,368,27
17256,file1000785.h5,368,8
17257,file1000888.h5,368,33
17258,file1000127.h5,368,0
17259,file1001402.h5,368,31
17260,file1002296.h5,368,18
17261,file1002030.h5,368,10
17262,file1002324.h5,368,28
17263,file1001033.h5,368,26
32016,file1001692.h5,368,2
32017,file1000561.h5,368,15
32018,file1002379.h5,368,42
32019,file1002046.h5,368,5
32020,file1000285.h5,368,32
32021,file1001358.h5,368,20
32022,file1001645.h5,368,4
32023,file1001891.h5,368,28
32024,file1000588.h5,368,0
32025,file1001949.h5,368,4
32026,file1000947.h5,368,35
32027,file1001426.h5,368,21
32028,file1000481.h5,368,34
32029,file1000952.h5,368,28
32030,file1002071.h5,368,3
32031,file1001491.h5,368,3
4736,file1001504.h5,372,34
4737,file1001422.h5,372,13
4738,file1000382.h5,372,25
4739,file1000259.h5,372,5
4740,file1000222.h5,372,32
4741,file1000521.h5,372,35
4742,file1002247.h5,372,20
4743,file1001495.h5,372,10
4744,file1001906.h5,372,17
4745,file1000963.h5,372,28
4746,file1001919.h5,372,7
4747,file1001452.h5,372,24
4748,file1000874.h5,372,31
4749,file1001721.h5,372,37
4750,file1000401.h5,372,15
4751,file1001150.h5,372,30
17344,file1001739.h5,368,28
17345,file1001992.h5,368,35
17346,file1001732.h5,368,26
17347,file1002386.h5,368,2
17348,file1000170.h5,368,20
17349,file1001383.h5,368,5
17350,file1000424.h5,368,22
17351,file1000875.h5,368,8
17352,file1000256.h5,368,18
17353,file1002332.h5,368,29
17354,file1000489.h5,368,5
17355,file1000213.h5,368,39
17356,file1000048.h5,368,32
17357,file1002056.h5,368,18
17358,file1002437.h5,368,11
17359,file1001106.h5,368,32
21920,file1000883.h5,368,9
21921,file1002474.h5,368,18
21922,file1002163.h5,368,31
21923,file1002371.h5,368,9
21924,file1002014.h5,368,26
21925,file1001500.h5,368,21
21926,file1000061.h5,368,30
21927,file1002544.h5,368,17
21928,file1002113.h5,368,24
21929,file1002014.h5,368,6
21930,file1000483.h5,368,29
21931,file1001434.h5,368,23
21932,file1000428.h5,368,12
21933,file1000586.h5,368,29
21934,file1000224.h5,368,20
21935,file1001927.h5,368,28
4336,file1002244.h5,372,6
4337,file1000154.h5,372,15
4338,file1000568.h5,372,3
4339,file1000085.h5,372,2
4340,file1000335.h5,372,16
4341,file1001906.h5,372,19
4342,file1002244.h5,372,9
4343,file1000250.h5,372,3
4344,file1000427.h5,372,3
4345,file1000490.h5,372,5
4346,file1000814.h5,372,28
4347,file1002359.h5,372,29
4348,file1001935.h5,372,33
4349,file1001979.h5,372,21
4350,file1001836.h5,372,26
4351,file1000827.h5,372,3
9520,file1000015.h5,372,31
9521,file1000443.h5,372,19
9522,file1002054.h5,372,34
9523,file1002153.h5,372,7
9524,file1000490.h5,372,3
9525,file1001541.h5,372,24
9526,file1002001.h5,372,6
9527,file1002153.h5,372,26
9528,file1000195.h5,372,5
9529,file1000529.h5,372,13
9530,file1002395.h5,372,19
9531,file1001309.h5,372,23
9532,file1001920.h5,372,32
9533,file1001161.h5,372,37
9534,file1000298.h5,372,13
9535,file1002343.h5,372,17
15840,file1001982.h5,368,15
15841,file1002073.h5,368,21
15842,file1002423.h5,368,8
15843,file1002127.h5,368,24
15844,file1001905.h5,368,13
15845,file1002118.h5,368,6
15846,file1002341.h5,368,7
15847,file1002232.h5,368,36
15848,file1001134.h5,368,27
15849,file1002225.h5,368,13
15850,file1000691.h5,368,1
15851,file1000040.h5,368,22
15852,file1000289.h5,368,23
15853,file1000138.h5,368,13
15854,file1000859.h5,368,24
15855,file1001327.h5,368,4
15584,file1000048.h5,368,28
15585,file1000213.h5,368,15
15586,file1001474.h5,368,23
15587,file1000100.h5,368,34
15588,file1000010.h5,368,4
15589,file1002441.h5,368,27
15590,file1000742.h5,368,12
15591,file1000597.h5,368,3
15592,file1001814.h5,368,11
15593,file1002263.h5,368,18
15594,file1001235.h5,368,32
15595,file1000336.h5,368,18
15596,file1000884.h5,368,26
15597,file1002437.h5,368,17
15598,file1001318.h5,368,17
15599,file1000296.h5,368,11
7344,file1001688.h5,372,7
7345,file1000821.h5,372,11
7346,file1001051.h5,372,33
7347,file1002042.h5,372,9
7348,file1000723.h5,372,12
7349,file1001079.h5,372,6
7350,file1000955.h5,372,33
7351,file1000509.h5,372,11
7352,file1001310.h5,372,28
7353,file1000338.h5,372,13
7354,file1002055.h5,372,12
7355,file1000719.h5,372,23
7356,file1001173.h5,372,18
7357,file1000222.h5,372,4
7358,file1001169.h5,372,23
7359,file1000416.h5,372,19
15312,file1001062.h5,368,14
15313,file1002006.h5,368,35
15314,file1001613.h5,368,33
15315,file1000693.h5,368,30
15316,file1001205.h5,368,20
15317,file1001728.h5,368,18
15318,file1002520.h5,368,28
15319,file1000931.h5,368,4
15320,file1001186.h5,368,27
15321,file1000762.h5,368,31
15322,file1000584.h5,368,4
15323,file1001806.h5,368,11
15324,file1001879.h5,368,26
15325,file1002045.h5,368,17
15326,file1002089.h5,368,4
15327,file1001277.h5,368,1
16480,file1000040.h5,368,37
16481,file1001985.h5,368,26
16482,file1001752.h5,368,39
16483,file1000045.h5,368,9
16484,file1001229.h5,368,8
16485,file1001257.h5,368,4
16486,file1002117.h5,368,33
16487,file1001410.h5,368,31
16488,file1000365.h5,368,6
16489,file1001710.h5,368,14
16490,file1002117.h5,368,17
16491,file1001114.h5,368,20
16492,file1002541.h5,368,16
16493,file1000039.h5,368,6
16494,file1001141.h5,368,28
16495,file1000830.h5,368,1
27552,file1002494.h5,368,8
27553,file1000633.h5,368,20
27554,file1001217.h5,368,26
27555,file1000983.h5,368,10
27556,file1001228.h5,368,2
27557,file1002492.h5,368,24
27558,file1002439.h5,368,31
27559,file1001830.h5,368,19
27560,file1001295.h5,368,33
27561,file1001767.h5,368,29
27562,file1002388.h5,368,2
27563,file1001134.h5,368,31
27564,file1002127.h5,368,10
27565,file1001318.h5,368,35
27566,file1001391.h5,368,31
27567,file1000424.h5,368,23
23072,file1001622.h5,368,20
23073,file1001300.h5,368,4
23074,file1001246.h5,368,36
23075,file1001053.h5,368,20
23076,file1000027.h5,368,16
23077,file1002014.h5,368,12
23078,file1001661.h5,368,20
23079,file1000590.h5,368,26
23080,file1001956.h5,368,4
23081,file1001860.h5,368,15
23082,file1001130.h5,368,20
23083,file1001067.h5,368,11
23084,file1001276.h5,368,23
23085,file1000554.h5,368,25
23086,file1001645.h5,368,11
23087,file1001228.h5,368,12
17648,file1001873.h5,368,14
17649,file1001319.h5,368,33
17650,file1002437.h5,368,7
17651,file1000365.h5,368,17
17652,file1001154.h5,368,25
17653,file1001560.h5,368,18
17654,file1001864.h5,368,12
17655,file1001141.h5,368,35
17656,file1001205.h5,368,5
17657,file1001823.h5,368,5
17658,file1000499.h5,368,16
17659,file1000590.h5,368,10
17660,file1000393.h5,368,3
17661,file1001830.h5,368,13
17662,file1000753.h5,368,12
17663,file1001498.h5,368,8
10816,file1000459.h5,372,1
10817,file1001568.h5,372,5
10818,file1001783.h5,372,17
10819,file1002495.h5,372,1
10820,file1001909.h5,372,24
10821,file1001360.h5,372,10
10822,file1000653.h5,372,5
10823,file1002103.h5,372,34
10824,file1001203.h5,372,10
10825,file1001101.h5,372,22
10826,file1001609.h5,372,5
10827,file1001150.h5,372,8
10828,file1001190.h5,372,14
10829,file1000658.h5,372,19
10830,file1000195.h5,372,28
10831,file1001328.h5,372,9
15088,file1000486.h5,368,3
15089,file1000410.h5,368,30
15090,file1002117.h5,368,19
15091,file1001941.h5,368,27
15092,file1000554.h5,368,32
15093,file1001459.h5,368,7
15094,file1000244.h5,368,34
15095,file1002532.h5,368,12
15096,file1001622.h5,368,3
15097,file1000349.h5,368,34
15098,file1001752.h5,368,33
15099,file1001540.h5,368,14
15100,file1001479.h5,368,17
15101,file1002190.h5,368,24
15102,file1000983.h5,368,16
15103,file1000952.h5,368,24
33728,file1000249.h5,368,31
33729,file1001319.h5,368,1
33730,file1000424.h5,368,28
33731,file1000806.h5,368,2
33732,file1000094.h5,368,30
33733,file1001424.h5,368,5
33734,file1001619.h5,368,23
33735,file1000708.h5,368,17
33736,file1000931.h5,368,6
33737,file1000249.h5,368,15
33738,file1000120.h5,368,34
33739,file1002541.h5,368,10
33740,file1001565.h5,368,30
33741,file1000743.h5,368,11
33742,file1000339.h5,368,27
33743,file1001742.h5,368,23
8320,file1000117.h5,372,0
8321,file1001602.h5,372,17
8322,file1000176.h5,372,34
8323,file1000109.h5,372,10
8324,file1000142.h5,372,10
8325,file1002543.h5,372,13
8326,file1001707.h5,372,22
8327,file1002354.h5,372,19
8328,file1000449.h5,372,27
8329,file1001328.h5,372,21
8330,file1002001.h5,372,13
8331,file1002266.h5,372,27
8332,file1001783.h5,372,30
8333,file1002307.h5,372,15
8334,file1000662.h5,372,4
8335,file1001935.h5,372,9
19744,file1001206.h5,368,27
19745,file1001560.h5,368,20
19746,file1001390.h5,368,21
19747,file1002286.h5,368,10
19748,file1001102.h5,368,4
19749,file1001004.h5,368,9
19750,file1000931.h5,368,10
19751,file1000369.h5,368,23
19752,file1000742.h5,368,29
19753,file1000306.h5,368,21
19754,file1001434.h5,368,13
19755,file1002386.h5,368,13
19756,file1002143.h5,368,11
19757,file1000479.h5,368,16
19758,file1001228.h5,368,33
19759,file1001206.h5,368,28
16944,file1001737.h5,368,35
16945,file1001036.h5,368,14
16946,file1001630.h5,368,16
16947,file1002462.h5,368,25
16948,file1001692.h5,368,28
16949,file1002056.h5,368,33
16950,file1001565.h5,368,3
16951,file1000066.h5,368,16
16952,file1000261.h5,368,10
16953,file1001632.h5,368,1
16954,file1001226.h5,368,11
16955,file1001106.h5,368,35
16956,file1000021.h5,368,4
16957,file1001391.h5,368,15
16958,file1001116.h5,368,31
16959,file1001500.h5,368,17
33296,file1000010.h5,368,29
33297,file1001615.h5,368,7
33298,file1001425.h5,368,21
33299,file1002004.h5,368,32
33300,file1001656.h5,368,24
33301,file1000559.h5,368,2
33302,file1001767.h5,368,39
33303,file1001989.h5,368,16
33304,file1000120.h5,368,29
33305,file1001699.h5,368,7
33306,file1002287.h5,368,9
33307,file1001873.h5,368,25
33308,file1000708.h5,368,1
33309,file1000249.h5,368,25
33310,file1000540.h5,368,23
33311,file1001654.h5,368,31
14752,file1002523.h5,368,24
14753,file1000518.h5,368,23
14754,file1001401.h5,368,20
14755,file1002151.h5,368,26
14756,file1000983.h5,368,25
14757,file1001410.h5,368,13
14758,file1001636.h5,368,12
14759,file1000753.h5,368,17
14760,file1002505.h5,368,17
14761,file1002325.h5,368,40
14762,file1002097.h5,368,24
14763,file1000884.h5,368,11
14764,file1002123.h5,368,33
14765,file1000597.h5,368,2
14766,file1001728.h5,368,15
14767,file1001048.h5,368,4
34512,file1002193.h5,386,10
34513,file1002531.h5,386,14
34514,file1002531.h5,386,30
34515,file1001245.h5,386,30
34516,file1001245.h5,386,29
34517,file1001245.h5,386,27
34518,file1002531.h5,386,2
34519,file1002531.h5,386,36
34520,file1000929.h5,386,7
34521,file1002531.h5,386,34
34522,file1001245.h5,386,2
34523,file1002531.h5,386,6
34524,file1000929.h5,386,19
34525,file1000929.h5,386,22
34526,file1001245.h5,386,12
34527,file1002193.h5,386,34
4880,file1001909.h5,372,0
4881,file1000848.h5,372,6
4882,file1000615.h5,372,1
4883,file1001320.h5,372,3
4884,file1001599.h5,372,1
4885,file1002054.h5,372,21
4886,file1000896.h5,372,10
4887,file1000955.h5,372,36
4888,file1001494.h5,372,26
4889,file1002203.h5,372,11
4890,file1002128.h5,372,27
4891,file1001875.h5,372,13
4892,file1001741.h5,372,27
4893,file1000315.h5,372,16
4894,file1001920.h5,372,27
4895,file1000382.h5,372,15
688,file1000088.h5,372,24
689,file1000032.h5,372,10
690,file1000876.h5,372,14
691,file1000109.h5,372,21
692,file1000129.h5,372,17
693,file1000141.h5,372,8
694,file1000587.h5,372,23
695,file1002229.h5,372,30
696,file1001801.h5,372,18
697,file1002042.h5,372,7
698,file1001094.h5,372,9
699,file1000639.h5,372,0
700,file1000874.h5,372,20
701,file1002338.h5,372,20
702,file1001121.h5,372,9
703,file1001568.h5,372,18
15984,file1001837.h5,368,25
15985,file1002049.h5,368,29
15986,file1000592.h5,368,31
15987,file1000777.h5,368,13
15988,file1000313.h5,368,26
15989,file1002358.h5,368,7
15990,file1000094.h5,368,10
15991,file1002444.h5,368,19
15992,file1000403.h5,368,13
15993,file1000927.h5,368,1
15994,file1000640.h5,368,8
15995,file1000508.h5,368,25
15996,file1000127.h5,368,33
15997,file1000883.h5,368,0
15998,file1000365.h5,368,7
15999,file1001333.h5,368,35
26624,file1001421.h5,368,21
26625,file1002409.h5,368,7
26626,file1001470.h5,368,7
26627,file1002325.h5,368,7
26628,file1001694.h5,368,14
26629,file1000170.h5,368,4
26630,file1000181.h5,368,5
26631,file1001424.h5,368,17
26632,file1000508.h5,368,38
26633,file1001985.h5,368,21
26634,file1001383.h5,368,7
26635,file1001155.h5,368,36
26636,file1001189.h5,368,8
26637,file1002117.h5,368,27
26638,file1000563.h5,368,11
26639,file1000116.h5,368,10
1488,file1000658.h5,372,20
1489,file1001395.h5,372,31
1490,file1001765.h5,372,25
1491,file1002010.h5,372,26
1492,file1001575.h5,372,16
1493,file1001777.h5,372,28
1494,file1002459.h5,372,28
1495,file1002376.h5,372,4
1496,file1002055.h5,372,1
1497,file1000662.h5,372,33
1498,file1000824.h5,372,11
1499,file1001721.h5,372,17
1500,file1002169.h5,372,7
1501,file1002194.h5,372,3
1502,file1001892.h5,372,32
1503,file1000458.h5,372,8
22112,file1000883.h5,368,16
22113,file1001969.h5,368,30
22114,file1002045.h5,368,28
22115,file1001857.h5,368,9
22116,file1001220.h5,368,26
22117,file1002286.h5,368,3
22118,file1002094.h5,368,32
22119,file1002232.h5,368,37
22120,file1000357.h5,368,31
22121,file1001732.h5,368,13
22122,file1000883.h5,368,28
22123,file1000539.h5,368,16
22124,file1001645.h5,368,17
22125,file1002228.h5,368,35
22126,file1001615.h5,368,24
22127,file1000806.h5,368,9
16528,file1001672.h5,368,9
16529,file1000927.h5,368,25
16530,file1001005.h5,368,15
16531,file1002087.h5,368,17
16532,file1000540.h5,368,13
16533,file1001942.h5,368,12
16534,file1002456.h5,368,8
16535,file1002437.h5,368,33
16536,file1000632.h5,368,24
16537,file1001087.h5,368,13
16538,file1000058.h5,368,14
16539,file1001385.h5,368,0
16540,file1001982.h5,368,6
16541,file1002118.h5,368,27
16542,file1001108.h5,368,36
16543,file1002296.h5,368,13
11024,file1002354.h5,372,32
11025,file1001309.h5,372,26
11026,file1002534.h5,372,0
11027,file1000200.h5,372,31
11028,file1000776.h5,372,12
11029,file1001504.h5,372,35
11030,file1000060.h5,372,10
11031,file1000776.h5,372,7
11032,file1001203.h5,372,1
11033,file1001695.h5,372,6
11034,file1000185.h5,372,10
11035,file1001646.h5,372,22
11036,file1002111.h5,372,21
11037,file1000176.h5,372,3
11038,file1001150.h5,372,25
11039,file1001866.h5,372,13
34080,file1000216.h5,400,27
34081,file1001546.h5,400,24
34082,file1001082.h5,400,14
34083,file1000216.h5,400,31
34084,file1001847.h5,400,12
34085,file1001082.h5,400,0
34086,file1001082.h5,400,6
34087,file1001847.h5,400,5
34088,file1001546.h5,400,2
34089,file1001546.h5,400,29
34090,file1001847.h5,400,1
34091,file1001546.h5,400,3
34092,file1001546.h5,400,35
34093,file1001546.h5,400,31
34094,file1001847.h5,400,30
34095,file1001082.h5,400,2
14240,file1002357.h5,368,1
14241,file1000023.h5,368,22
14242,file1001623.h5,368,2
14243,file1001342.h5,368,2
14244,file1001434.h5,368,31
14245,file1001728.h5,368,25
14246,file1001526.h5,368,27
14247,file1000296.h5,368,29
14248,file1000914.h5,368,8
14249,file1001701.h5,368,11
14250,file1001814.h5,368,32
14251,file1002456.h5,368,22
14252,file1001528.h5,368,25
14253,file1000039.h5,368,9
14254,file1000210.h5,368,13
14255,file1001378.h5,368,1
3104,file1001584.h5,372,28
3105,file1000378.h5,372,29
3106,file1000721.h5,372,28
3107,file1001503.h5,372,15
3108,file1000248.h5,372,24
3109,file1002262.h5,372,9
3110,file1001306.h5,372,5
3111,file1000662.h5,372,30
3112,file1001296.h5,372,2
3113,file1000443.h5,372,8
3114,file1001413.h5,372,12
3115,file1002239.h5,372,7
3116,file1001775.h5,372,6
3117,file1000185.h5,372,4
3118,file1001948.h5,372,3
3119,file1002256.h5,372,18
26160,file1000211.h5,368,15
26161,file1001949.h5,368,8
26162,file1001022.h5,368,30
26163,file1002423.h5,368,2
26164,file1000884.h5,368,6
26165,file1001246.h5,368,13
26166,file1000233.h5,368,28
26167,file1000770.h5,368,30
26168,file1001053.h5,368,18
26169,file1000806.h5,368,11
26170,file1001378.h5,368,24
26171,file1001205.h5,368,9
26172,file1000632.h5,368,21
26173,file1001459.h5,368,6
26174,file1001737.h5,368,4
26175,file1000558.h5,368,27
14000,file1001778.h5,368,8
14001,file1001991.h5,368,26
14002,file1000753.h5,368,21
14003,file1000475.h5,368,12
14004,file1000287.h5,368,29
14005,file1001067.h5,368,7
14006,file1001837.h5,368,16
14007,file1000402.h5,368,3
14008,file1001176.h5,368,29
14009,file1000236.h5,368,2
14010,file1002243.h5,368,37
14011,file1000313.h5,368,33
14012,file1002190.h5,368,31
14013,file1002409.h5,368,10
14014,file1002063.h5,368,5
14015,file1001630.h5,368,6
22656,file1000101.h5,368,27
22657,file1000922.h5,368,2
22658,file1000708.h5,368,2
22659,file1001114.h5,368,33
22660,file1000285.h5,368,38
22661,file1000753.h5,368,16
22662,file1000210.h5,368,4
22663,file1000029.h5,368,30
22664,file1000754.h5,368,9
22665,file1001108.h5,368,33
22666,file1000351.h5,368,9
22667,file1001540.h5,368,29
22668,file1001901.h5,368,14
22669,file1000627.h5,368,3
22670,file1000426.h5,368,13
22671,file1002397.h5,368,27
12656,file1002458.h5,372,5
12657,file1002300.h5,372,7
12658,file1000964.h5,372,24
12659,file1000459.h5,372,23
12660,file1000141.h5,372,26
12661,file1002038.h5,372,29
12662,file1000374.h5,372,24
12663,file1002034.h5,372,4
12664,file1002111.h5,372,24
12665,file1001198.h5,372,20
12666,file1002231.h5,372,5
12667,file1001393.h5,372,1
12668,file1000298.h5,372,20
12669,file1001979.h5,372,17
12670,file1001287.h5,372,29
12671,file1001609.h5,372,6
33328,file1002298.h5,368,8
33329,file1000708.h5,368,9
33330,file1001922.h5,368,15
33331,file1000633.h5,368,35
33332,file1001210.h5,368,41
33333,file1002481.h5,368,16
33334,file1001410.h5,368,22
33335,file1001474.h5,368,27
33336,file1000210.h5,368,28
33337,file1001109.h5,368,15
33338,file1000365.h5,368,20
33339,file1002541.h5,368,0
33340,file1000884.h5,368,14
33341,file1001196.h5,368,5
33342,file1000220.h5,368,36
33343,file1001228.h5,368,27
2528,file1000933.h5,372,23
2529,file1001094.h5,372,18
